vole,day,title,runtime,finished,rounds_completed,script_path,script_setup,hardware_setup,output_path,args,Unnamed: 11
1,1,laser tests,9_7_2022__11_55,True,,/home/pi/RPI_Operant2/RPI_Operant/default_scripts/basic_script_laser_test.py,/home/pi/RPI_Operant2/RPI_Operant/default_setup_files/laser_software.yaml,/home/pi/RPI_Operant2/RPI_Operant/default_setup_files/laser_hardware.yaml,/home/pi/RPI_Operant2/anne_laser_experiment/output,,
